Paper	Intervention	Outcome	Efficacy	eNNT	GRADE	AMSTAR	k	Design	Age	BD_stage	Comparison	Comparison_type	TE	seTE	Rank	Meta_review	invTE	TE_lo	TE_up	Intervention_acro	Comparison_acro	Outcome_acro
"<a href='https://doi.org/' target=""_blank"">Bartoli F., 2017 (MA)</a>"	allopurinol	Adverse events, Diarrhea	"eSMD=0.06 [-0.28, 0.39] <br> <img src=""https://www.linkpicture.com/q/Diapositive11.png"" height=""30"" width=""60%"" data-toggle=""tooltip"" data-placement=""right""></img>"	eNNT=29.55	"Very Low <br> <img src=""https://www.linkpicture.com/q/Diapositive4_1.png"" height=""30"" data-toggle=""tooltip"" data-placement=""right""""></img>"	Critically Low	3	Pairwise meta-analysis	Adults	Mania/Mixed	placebo	aug	0.06	0.17	IV (Very Low)	Bartoli F., 2017 (MA)	-0.06	-0.28	0.39	allopur	pbo	AE, Diarrhea
"<a href='https://doi.org/' target=""_blank"">Kishi T., 2019 (MA)</a>"	ramelteon	Adverse events, Diarrhea	"eSMD=0.05 [-0.39, 0.48] <br> <img src=""https://www.linkpicture.com/q/Diapositive11.png"" height=""30"" width=""60%"" data-toggle=""tooltip"" data-placement=""right""></img>"	eNNT=35.46	"Low <br> <img src=""https://www.linkpicture.com/q/Diapositive3_1.png"" height=""30"" data-toggle=""tooltip"" data-placement=""right""""></img>"	Critically Low	3	Pairwise meta-analysis	Adults	Maintenance	placebo	mono	0.05	0.22	III (Low)	Kishi T., 2019 (MA)	-0.05	-0.39	0.48	ram	pbo	AE, Diarrhea
"<a href='https://doi.org/' target=""_blank"">Kishi T., 2021 (NMA)</a>"	tamoxifen	Adverse events, Diarrhea	"eSMD=0.89 [-0.74, 2.54] <br> <img src=""https://www.linkpicture.com/q/Diapositive20.png"" height=""30"" width=""60%"" data-toggle=""tooltip"" data-placement=""right""></img>"	eNNT=2.12	"Low <br> <img src=""https://www.linkpicture.com/q/Diapositive3_1.png"" height=""30"" data-toggle=""tooltip"" data-placement=""right""""></img>"	High	20	Network meta-analysis	Adults	Mania/Mixed	placebo	mono	0.89	0.84	III (Low)	Kishi T., 2021 (NMA)	-0.89	-0.74	2.54	tamox	pbo	AE, Diarrhea
"<a href='https://doi.org/' target=""_blank"">Kishi T., 2021 (NMA)</a>"	paliperidone	Adverse events, Diarrhea	"eSMD=0.65 [-0.26, 1.55] <br> <img src=""https://www.linkpicture.com/q/Diapositive18.png"" height=""30"" width=""60%"" data-toggle=""tooltip"" data-placement=""right""></img>"	eNNT=2.82	"Low <br> <img src=""https://www.linkpicture.com/q/Diapositive3_1.png"" height=""30"" data-toggle=""tooltip"" data-placement=""right""""></img>"	High	20	Network meta-analysis	Adults	Mania/Mixed	placebo	mono	0.65	0.46	III (Low)	Kishi T., 2021 (NMA)	-0.65	-0.26	1.55	pal	pbo	AE, Diarrhea
"<a href='https://doi.org/' target=""_blank"">Kishi T., 2021 (NMA)</a>"	lamotrigine	Adverse events, Diarrhea	"eSMD=0.59 [-0.66, 1.93] <br> <img src=""https://www.linkpicture.com/q/Diapositive17.png"" height=""30"" width=""60%"" data-toggle=""tooltip"" data-placement=""right""></img>"	eNNT=3.09	"Low <br> <img src=""https://www.linkpicture.com/q/Diapositive3_1.png"" height=""30"" data-toggle=""tooltip"" data-placement=""right""""></img>"	High	20	Network meta-analysis	Adults	Mania/Mixed	placebo	mono	0.59	0.66	III (Low)	Kishi T., 2021 (NMA)	-0.59	-0.66	1.93	lam	pbo	AE, Diarrhea
"<a href='https://doi.org/' target=""_blank"">Kishi T., 2021 (NMA)</a>"	lamotrigine	Adverse events, Diarrhea	"eSMD=0.23 [-0.16, 0.63] <br> <img src=""https://www.linkpicture.com/q/Diapositive13.png"" height=""30"" width=""60%"" data-toggle=""tooltip"" data-placement=""right""></img>"	eNNT=7.74	"Very Low <br> <img src=""https://www.linkpicture.com/q/Diapositive4_1.png"" height=""30"" data-toggle=""tooltip"" data-placement=""right""""></img>"	Critically Low	5	Network meta-analysis	Adults	Maintenance	placebo	mono	0.23	0.2	IV (Very Low)	Kishi T., 2021 (NMA)	-0.23	-0.16	0.63	lam	pbo	AE, Diarrhea
"<a href='https://doi.org/' target=""_blank"">Kishi T., 2021 (NMA)</a>"	quetiapine	Adverse events, Diarrhea	"eSMD=0.07 [-0.3, 0.45] <br> <img src=""https://www.linkpicture.com/q/Diapositive11.png"" height=""30"" width=""60%"" data-toggle=""tooltip"" data-placement=""right""></img>"	eNNT=25.33	"Very Low <br> <img src=""https://www.linkpicture.com/q/Diapositive4_1.png"" height=""30"" data-toggle=""tooltip"" data-placement=""right""""></img>"	Critically Low	5	Network meta-analysis	Adults	Maintenance	placebo	mono	0.07	0.19	IV (Very Low)	Kishi T., 2021 (NMA)	-0.07	-0.3	0.45	que	pbo	AE, Diarrhea
"<a href='https://doi.org/' target=""_blank"">Kishi T., 2021 (NMA)</a>"	quetiapine	Adverse events, Diarrhea	"eSMD=0.03 [-0.37, 0.44] <br> <img src=""https://www.linkpicture.com/q/Diapositive11.png"" height=""30"" width=""60%"" data-toggle=""tooltip"" data-placement=""right""></img>"	eNNT=59.09	"Low <br> <img src=""https://www.linkpicture.com/q/Diapositive3_1.png"" height=""30"" data-toggle=""tooltip"" data-placement=""right""""></img>"	High	20	Network meta-analysis	Adults	Mania/Mixed	placebo	mono	0.03	0.21	III (Low)	Kishi T., 2021 (NMA)	-0.03	-0.37	0.44	que	pbo	AE, Diarrhea
"<a href='https://doi.org/' target=""_blank"">Kishi T., 2021 (NMA)</a>"	aripiprazole	Adverse events, Diarrhea	"eSMD=0.03 [-0.25, 0.32] <br> <img src=""https://www.linkpicture.com/q/Diapositive11.png"" height=""30"" width=""60%"" data-toggle=""tooltip"" data-placement=""right""></img>"	eNNT=59.09	"Low <br> <img src=""https://www.linkpicture.com/q/Diapositive3_1.png"" height=""30"" data-toggle=""tooltip"" data-placement=""right""""></img>"	High	20	Network meta-analysis	Adults	Mania/Mixed	placebo	mono	0.03	0.15	III (Low)	Kishi T., 2021 (NMA)	-0.03	-0.25	0.32	ari	pbo	AE, Diarrhea
"<a href='https://doi.org/' target=""_blank"">Kishi T., 2021 (NMA)</a>"	lithium	Adverse events, Diarrhea	"eSMD=0.03 [-0.35, 0.43] <br> <img src=""https://www.linkpicture.com/q/Diapositive11.png"" height=""30"" width=""60%"" data-toggle=""tooltip"" data-placement=""right""></img>"	eNNT=59.09	"Low <br> <img src=""https://www.linkpicture.com/q/Diapositive3_1.png"" height=""30"" data-toggle=""tooltip"" data-placement=""right""""></img>"	High	20	Network meta-analysis	Adults	Mania/Mixed	placebo	mono	0.03	0.2	III (Low)	Kishi T., 2021 (NMA)	-0.03	-0.35	0.43	lit	pbo	AE, Diarrhea
"<a href='https://doi.org/' target=""_blank"">Kishi T., 2021 (NMA)</a>"	cariprazine	Adverse events, Diarrhea	"eSMD=0 [-0.38, 0.39] <br> <img src=""https://www.linkpicture.com/q/Diapositive10.png"" height=""30"" width=""60%"" data-toggle=""tooltip"" data-placement=""right""></img>"	eNNT=Inf	"Low <br> <img src=""https://www.linkpicture.com/q/Diapositive3_1.png"" height=""30"" data-toggle=""tooltip"" data-placement=""right""""></img>"	High	20	Network meta-analysis	Adults	Mania/Mixed	placebo	mono	0	0.2	III (Low)	Kishi T., 2021 (NMA)	0	-0.38	0.39	car	pbo	AE, Diarrhea
"<a href='https://doi.org/' target=""_blank"">Kishi T., 2021 (NMA)</a>"	divalproate	Adverse events, Diarrhea	"eSMD=-0.13 [-0.45, 0.19] <br> <img src=""https://www.linkpicture.com/q/Diapositive9.png"" height=""30"" width=""60%"" data-toggle=""tooltip"" data-placement=""right""></img>"	eNNH=13.65	"Very Low <br> <img src=""https://www.linkpicture.com/q/Diapositive4_1.png"" height=""30"" data-toggle=""tooltip"" data-placement=""right""""></img>"	Critically Low	5	Network meta-analysis	Adults	Maintenance	placebo	mono	-0.13	0.16	IV (Very Low)	Kishi T., 2021 (NMA)	0.13	-0.45	0.19	div	pbo	AE, Diarrhea
"<a href='https://doi.org/' target=""_blank"">Kishi T., 2021 (NMA)</a>"	divalproate	Adverse events, Diarrhea	"eSMD=-0.2 [-0.52, 0.13] <br> <img src=""https://www.linkpicture.com/q/Diapositive8.png"" height=""30"" width=""60%"" data-toggle=""tooltip"" data-placement=""right""></img>"	eNNH=8.89	"Low <br> <img src=""https://www.linkpicture.com/q/Diapositive3_1.png"" height=""30"" data-toggle=""tooltip"" data-placement=""right""""></img>"	High	20	Network meta-analysis	Adults	Mania/Mixed	placebo	mono	-0.2	0.17	III (Low)	Kishi T., 2021 (NMA)	0.2	-0.52	0.13	div	pbo	AE, Diarrhea
"<a href='https://doi.org/' target=""_blank"">Kishi T., 2021 (NMA)</a>"	lithium	Adverse events, Diarrhea	"eSMD=-0.31 [-0.52, -0.09] <br> <img src=""https://www.linkpicture.com/q/Diapositive7.png"" height=""30"" width=""60%"" data-toggle=""tooltip"" data-placement=""right""></img>"	eNNH=5.76	"Low <br> <img src=""https://www.linkpicture.com/q/Diapositive3_1.png"" height=""30"" data-toggle=""tooltip"" data-placement=""right""""></img>"	Critically Low	5	Network meta-analysis	Adults	Maintenance	placebo	mono	-0.31	0.11	III (Low)	Kishi T., 2021 (NMA)	0.31	-0.52	-0.09	lit	pbo	AE, Diarrhea
"<a href='https://doi.org/' target=""_blank"">Kishi T., 2021 (NMA)</a>"	divalproate	Adverse events, Diarrhea	"eSMD=-0.89 [-2.54, 0.81] <br> <img src=""https://www.linkpicture.com/q/Diapositive1.png"" height=""30"" width=""60%"" data-toggle=""tooltip"" data-placement=""right""></img>"	eNNH=2.12	"Low <br> <img src=""https://www.linkpicture.com/q/Diapositive3_1.png"" height=""30"" data-toggle=""tooltip"" data-placement=""right""""></img>"	High	20	Network meta-analysis	Adults	Mania/Mixed	oxcarbazepine	mono	-0.89	0.85	III (Low)	Kishi T., 2021 (NMA)	0.89	-2.54	0.81	div	oxc	AE, Diarrhea
"<a href='https://doi.org/' target=""_blank"">Kishi T., 2021 (NMA)</a>"	divalproate	Adverse events, Diarrhea	"eSMD=-0.55 [-0.14, 0.48] <br> <img src=""https://www.linkpicture.com/q/Diapositive4.png"" height=""30"" width=""60%"" data-toggle=""tooltip"" data-placement=""right""></img>"	eNNH=3.3	"Very Low <br> <img src=""https://www.linkpicture.com/q/Diapositive4_1.png"" height=""30"" data-toggle=""tooltip"" data-placement=""right""""></img>"	Critically Low	5	Network meta-analysis	Adults	Maintenance	lithium	mono	-0.55	0.16	IV (Very Low)	Kishi T., 2021 (NMA)	0.55	-0.14	0.48	div	lit	AE, Diarrhea
"<a href='https://doi.org/' target=""_blank"">Kishi T., 2021 (NMA)</a>"	lithium	Adverse events, Diarrhea	"eSMD=-0.38 [-0.76, 0.01] <br> <img src=""https://www.linkpicture.com/q/Diapositive6.png"" height=""30"" width=""60%"" data-toggle=""tooltip"" data-placement=""right""></img>"	eNNH=4.72	"Very Low <br> <img src=""https://www.linkpicture.com/q/Diapositive4_1.png"" height=""30"" data-toggle=""tooltip"" data-placement=""right""""></img>"	Critically Low	5	Network meta-analysis	Adults	Maintenance	quetiapine	mono	-0.38	0.2	IV (Very Low)	Kishi T., 2021 (NMA)	0.38	-0.76	0.01	lit	que	AE, Diarrhea
"<a href='https://doi.org/' target=""_blank"">Kishi T., 2021 (NMA)</a>"	divalproate	Adverse events, Diarrhea	"eSMD=-0.26 [-0.79, 0.25] <br> <img src=""https://www.linkpicture.com/q/Diapositive8.png"" height=""30"" width=""60%"" data-toggle=""tooltip"" data-placement=""right""></img>"	eNNH=6.86	"Low <br> <img src=""https://www.linkpicture.com/q/Diapositive3_1.png"" height=""30"" data-toggle=""tooltip"" data-placement=""right""""></img>"	High	20	Network meta-analysis	Adults	Mania/Mixed	olanzapine	mono	-0.26	0.27	III (Low)	Kishi T., 2021 (NMA)	0.26	-0.79	0.25	div	ola	AE, Diarrhea
"<a href='https://doi.org/' target=""_blank"">Kishi T., 2021 (NMA)</a>"	divalproate	Adverse events, Diarrhea	"eSMD=-0.23 [-0.68, 0.21] <br> <img src=""https://www.linkpicture.com/q/Diapositive8.png"" height=""30"" width=""60%"" data-toggle=""tooltip"" data-placement=""right""></img>"	eNNH=7.74	"Low <br> <img src=""https://www.linkpicture.com/q/Diapositive3_1.png"" height=""30"" data-toggle=""tooltip"" data-placement=""right""""></img>"	High	20	Network meta-analysis	Adults	Mania/Mixed	lithium	mono	-0.23	0.23	III (Low)	Kishi T., 2021 (NMA)	0.23	-0.68	0.21	div	lit	AE, Diarrhea
"<a href='https://doi.org/' target=""_blank"">Kishi T., 2021 (NMA)</a>"	lithium	Adverse events, Diarrhea	"eSMD=-0.03 [-0.63, 0.56] <br> <img src=""https://www.linkpicture.com/q/Diapositive10.png"" height=""30"" width=""60%"" data-toggle=""tooltip"" data-placement=""right""></img>"	eNNH=59.09	"Low <br> <img src=""https://www.linkpicture.com/q/Diapositive3_1.png"" height=""30"" data-toggle=""tooltip"" data-placement=""right""""></img>"	High	20	Network meta-analysis	Adults	Mania/Mixed	olanzapine	mono	-0.03	0.3	III (Low)	Kishi T., 2021 (NMA)	0.03	-0.63	0.56	lit	ola	AE, Diarrhea
"<a href='https://doi.org/' target=""_blank"">Kishi T., 2021 (NMA)</a>"	lithium	Adverse events, Diarrhea	"eSMD=0.01 [-0.43, 0.43] <br> <img src=""https://www.linkpicture.com/q/Diapositive11.png"" height=""30"" width=""60%"" data-toggle=""tooltip"" data-placement=""right""></img>"	eNNT=177.25	"Low <br> <img src=""https://www.linkpicture.com/q/Diapositive3_1.png"" height=""30"" data-toggle=""tooltip"" data-placement=""right""""></img>"	High	20	Network meta-analysis	Adults	Mania/Mixed	quetiapine	mono	0.01	0.22	III (Low)	Kishi T., 2021 (NMA)	-0.01	-0.43	0.43	lit	que	AE, Diarrhea
"<a href='https://doi.org/' target=""_blank"">Kishi T., 2021 (NMA)</a>"	lamotrigine	Adverse events, Diarrhea	"eSMD=0.53 [0.16, 0.92] <br> <img src=""https://www.linkpicture.com/q/Diapositive16.png"" height=""30"" width=""60%"" data-toggle=""tooltip"" data-placement=""right""></img>"	eNNT=3.42	"Moderate <br> <img src=""https://www.linkpicture.com/q/Diapositive2_1.png"" height=""30"" data-toggle=""tooltip"" data-placement=""right""""></img>"	Critically Low	5	Network meta-analysis	Adults	Maintenance	lithium	mono	0.53	0.19	II (Moderate)	Kishi T., 2021 (NMA)	-0.53	0.16	0.92	lam	lit	AE, Diarrhea
"<a href='https://doi.org/' target=""_blank"">Kishi T., 2021 (NMA)</a>"	lamotrigine	Adverse events, Diarrhea	"eSMD=0.56 [-0.66, 1.77] <br> <img src=""https://www.linkpicture.com/q/Diapositive17.png"" height=""30"" width=""60%"" data-toggle=""tooltip"" data-placement=""right""></img>"	eNNT=3.25	"Low <br> <img src=""https://www.linkpicture.com/q/Diapositive3_1.png"" height=""30"" data-toggle=""tooltip"" data-placement=""right""""></img>"	High	20	Network meta-analysis	Adults	Mania/Mixed	lithium	mono	0.56	0.62	III (Low)	Kishi T., 2021 (NMA)	-0.56	-0.66	1.77	lam	lit	AE, Diarrhea
"<a href='https://doi.org/' target=""_blank"">Kishi T., 2021 (NMA)</a>"	paliperidone	Adverse events, Diarrhea	"eSMD=0.63 [-0.31, 1.55] <br> <img src=""https://www.linkpicture.com/q/Diapositive18.png"" height=""30"" width=""60%"" data-toggle=""tooltip"" data-placement=""right""></img>"	eNNT=2.91	"Low <br> <img src=""https://www.linkpicture.com/q/Diapositive3_1.png"" height=""30"" data-toggle=""tooltip"" data-placement=""right""""></img>"	High	20	Network meta-analysis	Adults	Mania/Mixed	quetiapine	mono	0.63	0.47	III (Low)	Kishi T., 2021 (NMA)	-0.63	-0.31	1.55	pal	que	AE, Diarrhea
"<a href='https://doi.org/' target=""_blank"">McKnight R.F., 2019 (MA)</a>"	lithium	Adverse events, Diarrhea	"eSMD=-0.47 [-0.68, -0.24] <br> <img src=""https://www.linkpicture.com/q/Diapositive5.png"" height=""30"" width=""60%"" data-toggle=""tooltip"" data-placement=""right""></img>"	eNNH=3.84	"Moderate <br> <img src=""https://www.linkpicture.com/q/Diapositive2_1.png"" height=""30"" data-toggle=""tooltip"" data-placement=""right""""></img>"	Critically Low	6	Pairwise meta-analysis	Mixed (Children-Adults)	Mania/Mixed	placebo	mono	-0.47	0.11	II (Moderate)	McKnight R.F., 2019 (MA)	0.47	-0.68	-0.24	lit	pbo	AE, Diarrhea
"<a href='https://doi.org/' target=""_blank"">McKnight R.F., 2019 (MA)</a>"	lithium	Adverse events, Diarrhea	"eSMD=-0.79 [-1.47, -0.06] <br> <img src=""https://www.linkpicture.com/q/Diapositive2.png"" height=""30"" width=""60%"" data-toggle=""tooltip"" data-placement=""right""></img>"	eNNH=2.36	"High <br> <img src=""https://www.linkpicture.com/q/Diapositive1_2.png"" height=""30"" data-toggle=""tooltip"" data-placement=""right""""></img>"	Critically Low	2	Pairwise meta-analysis	Mixed (Children-Adults)	Mania/Mixed	risperidone	mono	-0.79	0.36	I (High)	McKnight R.F., 2019 (MA)	0.79	-1.47	-0.06	lit	risp	AE, Diarrhea
"<a href='https://doi.org/' target=""_blank"">McKnight R.F., 2019 (MA)</a>"	divalproate	Adverse events, Diarrhea	"eSMD=0.05 [-0.29, 0.38] <br> <img src=""https://www.linkpicture.com/q/Diapositive11.png"" height=""30"" width=""60%"" data-toggle=""tooltip"" data-placement=""right""></img>"	eNNT=35.46	"Low <br> <img src=""https://www.linkpicture.com/q/Diapositive3_1.png"" height=""30"" data-toggle=""tooltip"" data-placement=""right""""></img>"	Critically Low	4	Pairwise meta-analysis	Mixed (Children-Adults)	Mania/Mixed	lithium	mono	0.05	0.17	III (Low)	McKnight R.F., 2019 (MA)	-0.05	-0.29	0.38	div	lit	AE, Diarrhea
"<a href='https://doi.org/' target=""_blank"">Suttajit S., 2014 (MA)</a>"	quetiapine	Adverse events, Diarrhea	"eSMD=0.25 [-0.01, 0.51] <br> <img src=""https://www.linkpicture.com/q/Diapositive13.png"" height=""30"" width=""60%"" data-toggle=""tooltip"" data-placement=""right""></img>"	eNNT=7.13	"Low <br> <img src=""https://www.linkpicture.com/q/Diapositive3_1.png"" height=""30"" data-toggle=""tooltip"" data-placement=""right""""></img>"	Critically Low	2	Pairwise meta-analysis	Mixed (Children-Adults)	Bipolar Depression	placebo	mono	0.25	0.13	III (Low)	Suttajit S., 2014 (MA)	-0.25	-0.01	0.51	que	pbo	AE, Diarrhea
"<a href='https://doi.org/' target=""_blank"">Chiesa A., 2012 (MA)</a>"	quetiapine	Adverse events, Dizziness	"eSMD=-0.49 [-0.63, -0.35] <br> <img src=""https://www.linkpicture.com/q/Diapositive5.png"" height=""30"" width=""60%"" data-toggle=""tooltip"" data-placement=""right""></img>"	eNNH=3.69	"Moderate <br> <img src=""https://www.linkpicture.com/q/Diapositive2_1.png"" height=""30"" data-toggle=""tooltip"" data-placement=""right""""></img>"	Critically Low	5	Pairwise meta-analysis	Adults	Bipolar Depression	placebo	mono	-0.49	0.07	II (Moderate)	Chiesa A., 2012 (MA)	0.49	-0.63	-0.35	que	pbo	AE, Dizziness
"<a href='https://doi.org/' target=""_blank"">Bartoli F., 2017 (MA)</a>"	allopurinol	Adverse events, Dizziness	"eSMD=-0.06 [-0.4, 0.28] <br> <img src=""https://www.linkpicture.com/q/Diapositive10.png"" height=""30"" width=""60%"" data-toggle=""tooltip"" data-placement=""right""></img>"	eNNH=29.55	"Very Low <br> <img src=""https://www.linkpicture.com/q/Diapositive4_1.png"" height=""30"" data-toggle=""tooltip"" data-placement=""right""""></img>"	Critically Low	3	Pairwise meta-analysis	Adults	Mania/Mixed	placebo	aug	-0.06	0.17	IV (Very Low)	Bartoli F., 2017 (MA)	0.06	-0.4	0.28	allopur	pbo	AE, Dizziness
"<a href='https://doi.org/' target=""_blank"">Kishi T., 2019 (MA)</a>"	ramelteon	Adverse events, Dizziness	"eSMD=-0.04 [-0.72, 0.63] <br> <img src=""https://www.linkpicture.com/q/Diapositive10.png"" height=""30"" width=""60%"" data-toggle=""tooltip"" data-placement=""right""></img>"	eNNH=44.32	"Low <br> <img src=""https://www.linkpicture.com/q/Diapositive3_1.png"" height=""30"" data-toggle=""tooltip"" data-placement=""right""""></img>"	Critically Low	2	Pairwise meta-analysis	Adults	Maintenance	placebo	mono	-0.04	0.34	III (Low)	Kishi T., 2019 (MA)	0.04	-0.72	0.63	ram	pbo	AE, Dizziness
"<a href='https://doi.org/' target=""_blank"">Kishi T., 2020 (NMA)</a>"	lurasidone	Adverse events, Dizziness	"eSMD=0.35 [-0.32, 1.01] <br> <img src=""https://www.linkpicture.com/q/Diapositive14.png"" height=""30"" width=""60%"" data-toggle=""tooltip"" data-placement=""right""></img>"	eNNT=5.12	"Very Low <br> <img src=""https://www.linkpicture.com/q/Diapositive4_1.png"" height=""30"" data-toggle=""tooltip"" data-placement=""right""""></img>"	Critically Low	3	Network meta-analysis	Adults	Bipolar Depression	placebo	mono	0.35	0.34	IV (Very Low)	Kishi T., 2020 (NMA)	-0.35	-0.32	1.01	lur	pbo	AE, Dizziness
"<a href='https://doi.org/' target=""_blank"">Kishi T., 2020 (NMA)</a>"	olanzapine	Adverse events, Dizziness	"eSMD=-0.04 [-0.56, 0.48] <br> <img src=""https://www.linkpicture.com/q/Diapositive10.png"" height=""30"" width=""60%"" data-toggle=""tooltip"" data-placement=""right""></img>"	eNNH=44.32	"Very Low <br> <img src=""https://www.linkpicture.com/q/Diapositive4_1.png"" height=""30"" data-toggle=""tooltip"" data-placement=""right""""></img>"	Critically Low	3	Network meta-analysis	Adults	Bipolar Depression	placebo	mono	-0.04	0.27	IV (Very Low)	Kishi T., 2020 (NMA)	0.04	-0.56	0.48	ola	pbo	AE, Dizziness
"<a href='https://doi.org/' target=""_blank"">Kishi T., 2021 (NMA)</a>"	aripiprazole	Adverse events, Dizziness	"eSMD=-0.03 [-0.25, 0.2] <br> <img src=""https://www.linkpicture.com/q/Diapositive10.png"" height=""30"" width=""60%"" data-toggle=""tooltip"" data-placement=""right""></img>"	eNNH=59.09	"Moderate <br> <img src=""https://www.linkpicture.com/q/Diapositive2_1.png"" height=""30"" data-toggle=""tooltip"" data-placement=""right""""></img>"	High	33	Network meta-analysis	Adults	Mania/Mixed	placebo	mono	-0.03	0.11	II (Moderate)	Kishi T., 2021 (NMA)	0.03	-0.25	0.2	ari	pbo	AE, Dizziness
